City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sinabang,2.4803,96.3801,26.57,82,98,1.33,ID,1687974760
362,susuman,62.7833,148.1667,15.88,82,68,2.03,RU,1687974760
363,galveston,29.3669,-94.9669,37.8,63,0,5.66,US,1687974605
364,yuzhno-kurilsk,44.0306,145.8556,13.39,100,100,1.22,RU,1687974760
365,sao borja,-28.6606,-56.0044,15.53,91,89,5.57,BR,1687974760
366,majene,-3.5403,118.9707,25.33,90,99,1.56,ID,1687974761
367,egilsstadir,65.2653,-14.3948,10.95,87,75,4.12,IS,1687974761
368,uturoa,-16.7333,-151.4333,26.91,69,1,9.07,PF,1687974761
369,valparaiso,-33.0393,-71.6273,16.13,67,0,2.57,CL,1687974761
370,priob'ye,62.5206,65.5964,10.35,96,100,3.44,RU,1687974762
371,kalmunai,7.4167,81.8167,27.4,79,47,2.11,LK,1687974762
372,magdagachi,53.45,125.8,17.29,95,52,2.15,RU,1687974762
373,krasnokholmskiy,55.9873,55.0466,15.66,79,48,3.01,RU,1687974762
374,peniche,39.3558,-9.3811,24.05,80,0,9.55,PT,1687974762
375,lodja,-3.4833,23.4333,26.06,63,62,0.52,CD,1687974763
376,frontera,26.9333,-101.45,33.83,37,0,2.68,MX,1687974763
377,assab,13.0092,42.7394,32.45,67,55,7.08,ER,1687974763
378,taroa,8.7058,171.2275,28.08,77,100,7.92,MH,1687974763
379,dahegam,23.1667,72.8167,26.87,76,100,5.5,IN,1687974763
380,el granada,37.5027,-122.4694,23.11,80,40,5.66,US,1687974764
381,east ballina,-28.8667,153.5833,18.22,70,89,4.4,AU,1687974764
382,ushibukamachi,32.1906,130.0228,24.2,94,100,3.15,JP,1687974764
383,chinsali,-10.5414,32.0816,16.22,59,87,2.77,ZM,1687974764
384,karkira,36.9292,6.5856,25.89,59,0,2.66,DZ,1687974764
385,kulhudhuffushi,6.6221,73.07,27.63,78,30,5.98,MV,1687974765
386,menongue,-14.6585,17.691,16.45,23,52,0.5,AO,1687974765
387,magangue,9.242,-74.7547,33.1,56,93,0.46,CO,1687974765
388,jinchang,38.4953,102.1739,21.66,30,68,2.45,CN,1687974765
389,el calafate,-50.3408,-72.2768,1.35,87,89,0.7,AR,1687974765
390,aneho,6.2333,1.6,26.11,91,100,5.21,TG,1687974766
391,siavonga,-16.5382,28.7088,20.51,47,0,3.28,ZM,1687974766
392,franklin,39.9667,-83.0166,26.92,62,40,3.6,US,1687974766
393,tamanrasset,22.785,5.5228,34.95,10,40,3.09,DZ,1687974766
394,ardestan,33.3761,52.3694,34.57,11,0,3.4,IR,1687974766
395,malindi,-3.2175,40.1191,24.91,82,19,6.88,KE,1687974767
396,limulunga,-15.0969,23.1376,19.52,31,4,1.72,ZM,1687974767
397,khorixas,-20.3667,14.9667,11.54,21,0,3.42,NA,1687974767
398,semporna,4.4818,118.6112,26.31,85,56,1.51,MY,1687974767
399,santo antonio do ica,-3.1022,-67.9397,29.0,80,79,1.61,BR,1687974768
400,st. john's,47.5649,-52.7093,25.66,73,75,4.63,CA,1687974735
401,ritchie,-29.038,24.6028,12.56,42,62,6.66,ZA,1687974768
402,rexburg,43.826,-111.7897,21.35,43,0,2.06,US,1687974537
403,kyzyl-mazhalyk,51.1333,90.6,14.78,68,78,0.79,RU,1687974768
404,matoury,4.8483,-52.3317,26.98,83,75,2.06,GF,1687974769
405,saint-philippe,-21.3585,55.7679,19.77,74,20,4.66,RE,1687974769
406,flin flon,54.7682,-101.865,16.91,88,100,3.6,CA,1687974769
407,raduzhny,62.0961,77.475,11.57,84,100,1.2,RU,1687974769
408,red hill,33.9996,-79.2581,33.38,50,0,2.76,US,1687974769
409,puerto baquerizo moreno,-0.9,-89.6,28.55,65,20,7.2,EC,1687974770
410,qui nhon,13.7667,109.2333,26.57,85,73,1.58,VN,1687974770
411,yakutsk,62.0339,129.7331,19.98,82,40,3.13,RU,1687974770
412,atambua,-9.1061,124.8925,22.35,91,95,1.77,ID,1687974770
413,genhe,50.7833,121.5167,13.32,98,100,1.34,CN,1687974770
414,ndele,8.4109,20.6473,24.75,80,72,1.61,CF,1687974771
415,nipomo,35.0428,-120.476,20.13,77,100,0.0,US,1687974656
416,codrington,-38.2667,141.9667,8.9,78,100,4.88,AU,1687974771
417,altamira,-3.2033,-52.2064,32.05,62,75,1.54,BR,1687974581
418,biskupiec,53.8647,20.9569,16.9,89,47,3.98,PL,1687974771
419,sault ste. marie,46.5168,-84.3333,23.16,40,0,1.54,CA,1687974633
420,chilecito,-29.1619,-67.4974,15.26,35,7,1.47,AR,1687974772
421,igarka,67.4667,86.5833,11.33,60,43,1.81,RU,1687974773
422,somero,60.6167,23.5333,20.24,86,99,0.76,FI,1687974773
423,suizhou,31.7111,113.3631,27.38,78,100,1.92,CN,1687974773
424,bamboo flat,11.7,92.7167,27.05,94,40,0.0,IN,1687974773
425,kavaratti,10.5669,72.642,28.42,76,100,7.4,IN,1687974773
426,karasuk,53.7377,78.0403,13.62,83,93,8.15,RU,1687974774
427,vila franca do campo,37.7167,-25.4333,25.23,78,90,6.73,PT,1687974774
428,katsuura,35.1333,140.3,23.63,88,97,6.88,JP,1687974774
429,sabang,5.8933,95.3214,28.23,77,92,5.39,ID,1687974774
430,pervomayskoye,43.919,46.7102,22.68,49,12,4.48,RU,1687974775
431,greymouth,-42.4667,171.2,9.47,93,99,2.86,NZ,1687974775
432,el paujil,1.5701,-75.3286,24.28,93,94,1.39,CO,1687974775
433,zhenzhou,32.2692,119.1789,29.94,78,100,3.99,CN,1687974775
434,khanty-mansiysk,61.0042,69.0019,16.06,67,0,1.0,RU,1687974776
435,hampton bays,40.869,-72.5176,26.08,89,75,3.6,US,1687974776
436,nikolayevsk-on-amure,53.1406,140.73,11.75,96,81,1.09,RU,1687974776
437,napili-honokowai,20.9708,-156.6705,25.1,83,7,6.25,US,1687974776
438,dalnerechensk,45.9339,133.7225,18.82,95,27,1.66,RU,1687974777
439,yangshuo,24.7808,110.4897,24.61,89,100,0.64,CN,1687974777
440,twon-brass,4.3151,6.2418,24.44,89,100,3.31,NG,1687974777
441,huizhou,23.0833,114.4,25.94,92,78,0.49,CN,1687974777
442,kailua-kona,19.6406,-155.9956,25.98,78,40,0.89,US,1687974778
443,cidreira,-30.1811,-50.2056,15.8,90,88,5.91,BR,1687974778
444,fale old settlement,-9.3852,-171.2468,28.81,73,69,6.15,TK,1687974778
445,alice springs,-23.7,133.8833,12.9,53,100,25.48,AU,1687974778
446,al kharijah,25.4514,30.5464,33.48,18,0,4.8,EG,1687974779
447,meiganga,6.5167,14.3,19.41,98,100,1.49,CM,1687974779
448,sisimiut,66.9395,-53.6735,5.98,74,93,6.33,GL,1687974779
449,pointe-noire,-4.7761,11.8635,21.66,91,8,4.45,CG,1687974779
450,archangelos,36.2149,28.1149,24.99,70,0,3.0,GR,1687974780
451,oranjemund,-28.55,16.4333,14.65,92,80,6.38,NA,1687974780
452,fairfield,41.2668,-73.3162,26.76,72,75,4.63,US,1687974575
453,motygino,58.1831,94.7592,12.35,70,71,1.36,RU,1687974780
454,bakanas,44.8081,76.2772,22.16,31,29,4.55,KZ,1687974780
455,grande prairie,55.1667,-118.8027,22.1,60,0,2.06,CA,1687974540
456,mogadishu,2.0371,45.3438,25.06,84,70,7.57,SO,1687974601
457,buka,40.8108,69.1986,23.09,19,3,3.25,UZ,1687974781
458,sesheke,-17.4759,24.2968,19.44,29,2,1.69,ZM,1687974781
459,yichang,30.7144,111.2847,26.44,86,100,1.25,CN,1687974493
460,las heras,-46.5419,-68.9359,4.96,56,25,3.81,AR,1687974782
461,sao gabriel da cachoeira,-0.1303,-67.0892,28.0,83,43,1.19,BR,1687974787
462,nadym,65.5333,72.5167,7.37,77,76,6.09,RU,1687974788
463,cumbal,0.9088,-77.7915,12.6,72,75,5.14,CO,1687974788
464,lompoc,34.6391,-120.4579,16.08,100,75,5.14,US,1687974509
465,ad douiem,14.0012,32.3116,38.09,20,4,1.74,SD,1687974788
466,aykhal,66.0,111.5,11.81,50,100,4.32,RU,1687974788
467,al muwayh,22.4333,41.7583,35.54,9,68,2.47,SA,1687974789
468,svay rieng,11.0879,105.7993,27.33,78,100,3.31,KH,1687974789
469,troitskoye,52.9821,84.6757,16.77,56,81,6.08,RU,1687974789
470,khovd,48.0056,91.6419,19.86,30,68,4.3,MN,1687974789
471,chernyshevskiy,63.0128,112.4714,18.18,56,98,3.64,RU,1687974790
472,mentougou,39.9392,116.0917,20.52,65,31,0.88,CN,1687974790
473,nova vicosa,-17.8919,-39.3719,24.19,79,16,3.42,BR,1687974790
474,weno,7.4515,151.8468,27.97,83,100,3.09,FM,1687974790
475,ryotsu-minato,38.0833,138.4333,21.66,89,78,5.58,JP,1687974790
476,khost,33.3395,69.9204,27.7,61,40,1.82,AF,1687974791
477,eureka,40.8021,-124.1637,13.85,89,37,0.89,US,1687974791
478,peruibe,-24.32,-46.9983,28.76,42,0,1.39,BR,1687974791
479,hadibu,12.65,54.0333,26.44,77,82,9.82,YE,1687974791
480,riberalta,-10.9833,-66.1,32.11,51,40,3.09,BO,1687974791
481,tahoua,14.8888,5.2692,35.52,32,33,5.22,NE,1687974792
482,howard springs,-12.497,131.047,25.95,86,22,2.4,AU,1687974792
483,illizi,26.4833,8.4667,40.89,9,39,5.53,DZ,1687974792
484,turpan,42.9333,89.1667,33.86,15,19,3.95,CN,1687974792
485,murun-kuren,49.6342,100.1625,12.74,51,23,0.48,MN,1687974793
486,betio village,1.358,172.9211,26.02,76,77,1.46,KI,1687974793
487,tossa de mar,41.7325,2.9338,26.89,59,72,2.7,ES,1687974550
488,rantauprapat,2.1,99.8333,23.48,98,94,0.95,ID,1687974793
489,moyale,3.5167,39.0584,22.79,58,88,2.91,KE,1687974794
490,pangody,65.85,74.4859,9.52,90,100,5.11,RU,1687974797
491,smyshlyayevka,53.2391,50.3907,20.58,69,96,1.61,RU,1687974797
492,yeppoon,-23.1333,150.7333,16.88,72,63,2.83,AU,1687974797
493,kokopo,-4.352,152.2633,24.74,86,98,2.72,PG,1687974798
494,puerto real,36.5282,-6.1901,32.56,78,0,3.09,ES,1687974798
495,cuyo,10.8525,121.0086,27.9,76,100,1.68,PH,1687974798
496,malaya vishera,58.8454,32.2222,15.53,93,100,1.7,RU,1687974798
497,vorkuta,67.5,64.0,8.05,59,41,3.97,RU,1687974799
498,nouadhibou,20.931,-17.0347,22.28,77,6,12.19,MR,1687974799
499,sittwe,20.15,92.9,27.61,87,93,1.36,MM,1687974799
500,bukoba,-1.3317,31.8122,22.99,83,20,0.0,TZ,1687974799
501,mahibadhoo,3.7833,72.9667,28.11,74,8,5.06,MV,1687974799
502,ketchikan,55.3422,-131.6461,16.26,88,100,6.17,US,1687974800
503,byron,44.0327,-92.6455,27.63,57,75,8.23,US,1687974742
504,bestobe,52.4994,73.0975,13.95,75,85,5.58,KZ,1687974800
505,suva,-18.1416,178.4415,16.71,100,20,2.06,FJ,1687974805
506,alamosa,37.4695,-105.87,25.99,14,0,6.17,US,1687974805
507,zhosaly,45.4878,64.0781,24.9,26,42,2.52,KZ,1687974806
508,port lincoln,-34.7333,135.8667,11.55,66,85,4.29,AU,1687974806
509,okakarara,-20.5833,17.4333,7.45,20,0,1.8,NA,1687974806
510,soto la marina,23.7667,-98.2167,38.26,29,1,5.71,MX,1687974807
511,pitimbu,-7.4706,-34.8086,27.33,83,10,6.55,BR,1687974807
512,zakynthos,37.7914,20.8953,28.62,45,0,3.09,GR,1687974782
513,mesquite,32.7668,-96.5992,37.22,58,0,0.89,US,1687974807
514,nyurba,63.2842,118.3319,16.77,93,100,2.89,RU,1687974807
515,dornstadt,48.467,9.9443,22.58,65,41,0.88,DE,1687974808
516,brookings,44.3114,-96.7984,26.92,70,40,4.12,US,1687974808
517,patacamaya,-17.2333,-67.9167,13.62,8,0,1.57,BO,1687974808
518,richfield,44.8833,-93.283,27.54,60,100,7.2,US,1687974682
519,oyama,36.3,139.8,26.44,89,98,1.08,JP,1687974809
520,beloyarskiy,63.7119,66.6722,11.32,71,100,2.71,RU,1687974809
521,korsakov,46.6328,142.7813,15.91,98,100,1.42,RU,1687974809
522,khandyga,62.6667,135.6,17.01,93,71,1.88,RU,1687974810
523,zahedan,29.4963,60.8629,32.95,8,0,4.12,IR,1687974657
524,zdvinsk,54.7021,78.661,12.29,93,98,7.72,RU,1687974810
525,mari-turek,56.7895,49.6235,15.86,80,59,2.84,RU,1687974810
526,baker city,44.7749,-117.8344,21.44,60,62,2.06,US,1687974650
527,rouyn-noranda,48.2398,-79.0288,20.05,52,100,5.66,CA,1687974531
528,qaqortoq,60.7167,-46.0333,6.2,87,100,1.92,GL,1687974811
529,dakhla,23.6848,-15.958,25.01,78,32,9.26,EH,1687974811
530,aguas vermelhas,-15.7472,-41.46,25.43,44,50,2.78,BR,1687974811
531,corn island,12.1694,-83.0418,26.92,85,100,5.0,NI,1687974812
532,lincoln city,44.9582,-124.0179,19.83,78,65,3.13,US,1687974635
533,'ali sabieh,11.1558,42.7125,33.07,27,12,4.83,DJ,1687974812
534,hotan,37.0997,79.9269,30.65,17,84,7.25,CN,1687974813
535,yulinshi,38.2906,109.7494,22.8,34,87,2.45,CN,1687974813
536,chunskiy,56.0815,99.6342,9.99,90,81,1.9,RU,1687974813
537,penaranda de bracamonte,40.9011,-5.2003,30.75,18,1,5.13,ES,1687974537
538,zyryanovsk,49.7386,84.2719,12.46,91,32,0.83,KZ,1687974813
539,kayangel,8.0823,134.7173,28.49,74,98,1.75,PW,1687974814
540,tinajo,29.0788,-13.7081,31.49,40,0,8.23,ES,1687974814
541,gaspe,48.8334,-64.4819,26.12,65,75,7.2,CA,1687974814
542,nsanje,-16.92,35.262,20.22,52,24,1.67,MW,1687974814
543,akrehamn,59.2667,5.1833,18.33,94,75,5.14,NO,1687974814
544,madalena,41.2162,-8.3345,30.86,57,0,3.1,PT,1687974815
545,santa maria del oro,25.9333,-105.3667,31.99,13,1,2.34,MX,1687974815
546,karkkila,60.5342,24.2098,21.03,89,100,1.18,FI,1687974815
547,swakopmund,-22.6833,14.5333,14.43,78,0,2.68,NA,1687974815
548,kirensk,57.7853,108.1119,11.92,99,100,2.01,RU,1687974815
549,kachkanar,58.7,59.4948,12.14,91,95,3.19,RU,1687974816
550,along,28.1667,94.7667,23.29,98,74,0.74,IN,1687974816
551,zouerate,22.7187,-12.4521,42.06,8,1,4.57,MR,1687974816
552,luwingu,-10.2621,29.9271,15.9,58,18,1.12,ZM,1687974817
553,kavieng,-2.5744,150.7967,26.92,78,95,1.3,PG,1687974817
554,ain sukhna,29.6002,32.3167,28.56,54,0,5.25,EG,1687974817
555,cassia,-20.5831,-46.9219,26.56,29,0,0.48,BR,1687974817
556,ust'-charyshskaya pristan',52.3934,83.6635,16.58,53,55,6.9,RU,1687974819
557,tromso,69.6496,18.957,14.65,82,75,3.6,NO,1687974820
558,pandan,14.0453,124.1694,26.47,86,66,1.9,PH,1687974820
559,maintirano,-18.0667,44.0167,22.69,65,2,3.75,MG,1687974820
560,baiti,13.745,-14.7482,36.5,35,89,1.03,SN,1687974820
561,kurumkan,54.3,110.3,11.85,81,98,1.27,RU,1687974820
562,nampula,-15.1165,39.2666,20.97,56,75,1.54,MZ,1687974821
563,sandnessjoen,66.0217,12.6316,21.29,82,20,5.14,NO,1687974821
564,sweetwater,25.7634,-80.3731,35.57,59,75,4.63,US,1687974630
565,port blair,11.6667,92.75,27.02,94,40,0.0,IN,1687974821
566,hirado,33.3597,129.5531,24.66,96,99,5.98,JP,1687974822
567,almeirim,-1.5233,-52.5817,32.11,50,34,2.14,BR,1687974822
568,smithers,54.7804,-127.1743,21.18,52,75,2.06,CA,1687974822
569,cromwell,41.5951,-72.6454,28.06,71,75,2.57,US,1687974822
570,griffith,41.5284,-87.4237,29.47,52,0,3.09,US,1687974822
571,fenyi,27.8112,114.6681,26.17,88,86,2.2,CN,1687974823
572,amurzet,47.6967,131.0981,18.77,92,62,2.08,RU,1687974823
573,pleiku,13.9833,108.0,20.8,94,57,0.21,VN,1687974823
574,dedovichi,57.5517,29.9502,16.25,87,100,2.64,RU,1687974824
575,matai,-8.3,31.5167,18.7,59,100,1.45,TZ,1687974824
576,prado,-17.3411,-39.2208,23.9,84,28,3.4,BR,1687974824
577,guise,49.9006,3.628,21.32,78,98,2.16,FR,1687974824
578,orchard homes,46.8633,-114.0484,18.23,85,100,3.09,US,1687974824
579,chegdomyn,51.1167,133.0167,17.06,73,100,1.04,RU,1687974825
580,soligalich,59.0778,42.2864,17.32,76,98,1.28,RU,1687974825
581,malibu,34.005,-118.8101,24.65,88,63,3.01,US,1687974825
582,arkhangel'sk,64.5401,40.5433,12.92,62,36,1.83,RU,1687974825
583,agat village,13.3886,144.6585,27.52,88,75,2.57,GU,1687974825
584,meulaboh,4.1363,96.1285,24.93,92,100,2.51,ID,1687974826
585,hun,29.1268,15.9477,33.22,20,0,4.43,LY,1687974826
586,letterkenny,54.95,-7.7333,16.94,62,46,5.27,IE,1687974826
587,cozumel,20.5083,-86.9458,32.19,76,10,4.92,MX,1687974778
588,carentan,49.3031,-1.2481,19.82,67,100,3.42,FR,1687974826
589,idrinskoye,54.3708,92.1358,14.02,97,100,3.71,RU,1687974827
590,nizhneudinsk,54.9076,99.0276,9.69,88,1,2.02,RU,1687974827
591,ciudad lazaro cardenas,17.9583,-102.2,32.16,55,12,3.6,MX,1687974827
592,dwarka,22.2394,68.9678,28.36,84,97,7.77,IN,1687974827
